,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
2046,Lufilufi,75,WS,1600017186,100,-13.87,-171.6,75.2,21.21
2047,Moerai,9,PF,1600017187,87,-22.43,-151.33,75.25,17.52
2048,Imeni Babushkina,93,RU,1600017187,92,59.76,43.13,49.73,9.42
2049,Saint-François,0,FR,1600016796,27,46.42,3.91,87.8,6.93
2050,Bilibino,88,RU,1600016883,83,68.05,166.44,36.46,6.33
2051,Kabanjahe,100,ID,1600017187,96,3.1,98.49,64.76,1.97
2052,Amnat Charoen,40,TH,1600017188,76,15.86,104.63,79.57,1.48
2053,Kumano,75,JP,1600017188,73,34.34,132.59,69.8,6.93
2054,Otjiwarongo,0,NA,1600017188,20,-20.46,16.65,70.2,5.61
2055,Tura,100,IN,1600017188,97,25.52,90.22,74.8,5.84
2056,Asău,36,RO,1600016826,79,46.43,26.4,66.0,4.12
2057,Vila Velha,20,BR,1600016372,58,-20.33,-40.29,82.4,17.22
2058,Palana,100,RU,1600017189,89,59.12,159.97,42.76,16.93
2059,Brookhaven,27,US,1600017189,76,31.58,-90.44,88.0,6.87
2060,Itarema,16,BR,1600016822,52,-2.92,-39.92,85.48,22.44
2061,Grand-Santi,1,GF,1600016765,30,4.25,-54.38,98.44,4.52
2062,Norman Wells,75,CA,1600017190,77,65.28,-126.83,32.0,2.24
2063,Provideniya,100,RU,1600017190,92,64.38,-173.3,43.47,16.91
2064,Hofn,90,IS,1600016585,66,64.25,-15.21,48.2,12.75
2065,Aksarka,54,RU,1600017190,80,66.56,67.8,45.07,6.73
2066,Codrington,14,AU,1600016363,92,-38.27,141.97,47.89,8.57
2067,Chipinge,47,ZW,1600017191,63,-20.19,32.62,62.6,5.46
2068,Camaná,56,PE,1600017191,63,-16.62,-72.71,65.25,8.9
2069,Hambantota,100,LK,1600016845,77,6.12,81.12,80.46,15.88
2070,Villa Bruzual,50,VE,1600017191,66,9.33,-69.12,87.67,5.79
2071,Afuá,13,BR,1600017192,55,-0.16,-50.39,91.49,6.02
2072,Houffalize,47,BE,1600017192,52,50.13,5.79,78.01,1.01
2073,São José do Belmonte,54,BR,1600017192,17,-7.86,-38.76,92.89,12.68
2074,Siddipet,100,IN,1600017193,89,18.1,78.85,75.76,8.37
2075,Buraidah,0,SA,1600017193,16,26.33,43.98,98.6,6.93
2076,Puri,20,IN,1600017193,89,19.8,85.85,84.2,4.7
2077,Jumla,98,NP,1600016886,68,29.27,82.18,61.72,1.21
2078,Tambun,20,ID,1600017193,78,-6.26,107.07,82.99,3.36
2079,Goderich,49,CA,1600017087,82,43.75,-81.72,71.01,21.27
2080,Mbandaka,100,CD,1600017194,91,0.05,18.26,74.32,1.7
2081,Xam Nua,100,LA,1600017194,93,20.42,104.04,68.14,1.63
2082,Molina,20,CL,1600017194,71,-35.12,-71.28,62.01,10.29
2083,Astoria,90,US,1600016931,93,46.19,-123.83,55.4,3.2
2084,Rodrigues Alves,20,BR,1600017195,56,-7.74,-72.65,93.2,4.7
2085,Tegul'det,0,RU,1600017195,84,57.31,88.17,45.59,3.33
2086,Harper,59,LR,1600016769,86,4.38,-7.72,77.7,13.27
2087,Manaus,40,BR,1600016971,62,-3.1,-60.02,93.2,4.7
2088,Ishigaki,76,JP,1600017195,73,24.34,124.16,83.12,7.56
2089,Takhtamygda,92,RU,1600017196,93,54.1,123.57,52.39,2.8
2090,Gravdal,75,NO,1600017196,87,68.12,13.5,50.0,5.82
2091,Kautokeino,90,NO,1600017081,77,69.01,23.04,43.68,5.06
2092,Shīeli,73,KZ,1600017196,25,44.17,66.75,70.16,6.91
2093,Stykkisholmur,97,IS,1600017196,65,65.08,-22.73,47.34,11.23
2094,Nyrob,100,RU,1600017197,93,60.73,56.72,49.55,8.63
2095,Kholodnyy,1,RU,1600017197,89,62.72,147.95,33.06,1.86
2096,Pevek,27,RU,1600017197,83,69.7,170.31,41.85,9.89
2097,Ixtapa,5,MX,1600017197,74,20.7,-105.2,87.01,6.93
2098,Moree,0,AU,1600017198,66,-29.47,149.85,53.6,9.17
2099,Ugoofaaru,100,MV,1600016839,78,5.67,73.0,82.69,10.83
2100,Ves'yegonsk,12,RU,1600017198,74,58.66,37.26,51.55,9.93
2101,Blackwater,0,AU,1600017198,88,-23.58,148.88,60.12,8.19
2102,Teahupoo,20,PF,1600017198,73,-17.83,-149.27,75.2,3.36
2103,Hamilton,40,US,1600016731,74,39.18,-84.53,81.0,5.82
2104,La Ferté-Bernard,0,FR,1600017199,26,48.19,0.65,84.2,5.82
2105,Simao,100,CN,1600017199,94,22.79,100.97,65.62,1.97
2106,Praia,20,CV,1600016576,75,14.92,-23.51,81.86,12.33
2107,Mossamedes,45,AO,1600017199,83,-15.2,12.15,64.38,10.87
2108,Gemeente Wageningen,34,NL,1600017200,64,51.97,5.67,75.0,8.05
2109,Lorengau,66,PG,1600017200,82,-2.02,147.27,81.88,12.75
2110,Storforshei,75,NO,1600017200,87,66.4,14.52,48.2,13.87
2111,Inhambane,0,MZ,1600017200,76,-23.86,35.38,70.7,9.13
2112,Lata,66,PT,1600016644,50,40.16,-8.33,82.0,8.01
2113,Iquique,20,CL,1600017055,59,-20.22,-70.14,64.4,12.75
2114,Ongandjera,2,NA,1600017201,17,-17.88,15.07,75.92,5.64
2115,Manggar,100,ID,1600017201,81,-2.88,108.27,79.97,6.82
2116,Swan Hill,0,AU,1600016749,94,-35.34,143.55,43.47,5.75
2117,Guerrero Negro,0,MX,1600017201,45,27.98,-114.06,81.25,7.2
2118,Kasongo-Lunda,59,CD,1600017202,31,-6.47,16.82,88.18,0.78
2119,Port Hedland,68,AU,1600017069,69,-20.32,118.57,75.2,8.05
2120,Cayenne,40,GF,1600016714,52,4.93,-52.33,91.4,13.87
2121,Nishihara,75,JP,1600017073,88,26.18,127.76,80.6,5.82
2122,Montepuez,79,MZ,1600017202,49,-13.13,39.0,79.52,11.54
2123,Acará,21,BR,1600017203,34,-1.96,-48.2,98.08,5.28
2124,Louiseville,90,CA,1600016998,77,46.26,-72.94,62.01,5.82
2125,Prokop'yevsk,0,RU,1600017203,72,53.91,86.72,44.8,2.35
2126,Tezu,93,IN,1600017203,80,27.92,96.17,75.6,1.9
2127,Kakching,100,IN,1600017203,92,24.48,93.98,71.22,1.32
2128,Port Hueneme,75,US,1600016863,88,34.15,-119.2,62.6,5.91
2129,Juradó,81,CO,1600017204,72,7.11,-77.76,83.05,6.35
2130,Road Town,40,VG,1600017204,74,18.42,-64.62,87.8,8.05
2131,Ambon City,96,ID,1600017204,81,-3.7,128.18,78.22,12.35
2132,Manaíra,70,BR,1600017204,20,-7.71,-38.15,89.71,9.86
2133,Avenal,0,US,1600017033,39,36.0,-120.13,82.0,3.47
2134,Maltahöhe,0,NA,1600017205,21,-24.83,16.98,70.3,15.88
2135,Assiut,0,EG,1600017205,32,27.18,31.18,93.2,13.87
2136,George Town,20,MY,1600017205,83,5.41,100.34,80.6,2.98
2137,Sakakah,20,SA,1600016945,12,29.97,40.21,100.4,13.73
2138,Takoradze,27,GH,1600016718,83,4.88,-1.76,78.21,10.31
2139,Krasnoshchekovo,12,RU,1600017206,60,51.67,82.73,51.67,4.32
2140,Smithers,90,CA,1600017206,100,54.78,-127.17,48.2,3.44
2141,Businga,41,CD,1600017206,82,3.33,20.88,75.88,1.61
2142,Tarko-Sale,49,RU,1600016803,89,64.92,77.78,46.0,10.0
2143,Baoshan,100,CN,1600017172,93,46.56,131.42,55.99,2.95
2144,‘Āhuimanu,20,US,1600016644,69,21.44,-157.84,77.0,9.17
2145,Arlit,4,NE,1600017207,7,18.74,7.39,106.07,19.06
2146,Salalah,40,OM,1600016547,83,17.02,54.09,82.4,6.93
2147,Puerto Escondido,75,MX,1600017087,65,15.85,-97.07,82.4,2.33
2148,Omsukchan,97,RU,1600017207,81,62.53,155.8,39.88,6.58
2149,Krasnosel'kup,100,RU,1600017208,91,65.7,82.47,52.65,9.8
2150,Nizwá,10,OM,1600017208,24,22.93,57.53,91.31,8.59
2151,Goundam,38,ML,1600017208,16,16.41,-3.67,104.31,4.99
2152,Roald,75,NO,1600017209,71,62.58,6.13,53.6,17.22
2153,Havelock,90,US,1600017209,78,34.88,-76.9,84.0,10.29
2154,Sungai Penuh,99,ID,1600017209,95,-2.08,101.38,65.3,1.43
2155,La Rioja,16,ES,1600017209,22,42.25,-2.5,91.4,12.75
2156,Manukan,83,PH,1600017209,81,8.53,123.1,79.63,0.72
2157,Hasaki,75,JP,1600017152,100,35.73,140.83,70.0,3.36
2158,Sisimiut,0,GL,1600017210,73,66.94,-53.67,37.36,1.95
2159,Jasper,1,US,1600017210,68,37.2,-94.35,73.99,4.7
2160,Semīrom,39,IR,1600017210,36,31.42,51.57,57.11,8.37
2161,Mahbūbnagar,100,IN,1600017211,91,16.73,77.98,74.44,7.72
2162,Pangnirtung,20,CA,1600017211,65,66.15,-65.71,41.0,5.82
2163,Kysyl-Syr,7,RU,1600017211,95,63.9,122.76,41.4,6.44
2164,Semnan,14,IR,1600017211,45,35.57,53.4,70.97,10.07
2165,Zaysan,11,KZ,1600017211,39,47.47,84.87,54.01,7.23
2166,Vernon,68,CA,1600016927,53,50.26,-119.27,63.0,1.45
2167,Karatsu,22,JP,1600017212,57,33.44,129.97,70.0,3.0
2168,San Andrés,75,CO,1600017212,94,12.58,-81.7,78.8,6.93
2169,Waitakere,97,NZ,1600017212,66,-36.92,174.66,57.0,17.22
2170,Coquimbo,20,CL,1600016873,76,-29.95,-71.34,57.2,12.75
2171,Puro,100,PH,1600017213,80,12.48,123.38,81.19,5.59
2172,Skjervøy,36,NO,1600017213,81,70.03,20.97,50.0,5.82
2173,Uxbridge,94,US,1600017213,63,42.08,-71.63,73.99,8.25
2174,Yokadouma,94,CM,1600017213,80,3.52,15.05,76.03,1.88
2175,Punta Alta,0,AR,1600017214,35,-38.88,-62.07,58.69,16.64
2176,Sola,100,VU,1600017214,87,-13.88,167.55,78.31,23.24
2177,Ubari,0,LY,1600017214,18,26.59,12.78,93.94,10.71
2178,Smolenskaya,28,RU,1600017214,50,44.79,38.8,79.0,6.71
2179,Grand Gaube,88,MU,1600017214,82,-20.01,57.66,69.01,1.99
2180,Acapulco de Juárez,40,MX,1600017215,70,16.86,-99.89,86.0,5.82
2181,Morvi,98,IN,1600017215,10,22.82,70.83,84.0,8.86
2182,Povenets,100,RU,1600017215,82,62.85,34.83,51.6,19.84
2183,Tuyen Quang,100,VN,1600017118,94,21.82,105.22,78.01,1.14
2184,Brønnøysund,75,NO,1600017215,87,65.46,12.2,50.0,20.8
2185,Montabaur,88,DE,1600017216,50,50.43,7.83,75.0,1.3
2186,Havre-St-Pierre,90,CA,1600017216,76,50.23,-63.6,57.2,4.7
2187,Sibu,40,MY,1600017216,94,2.3,111.82,77.0,2.24
2188,Denpasar,20,ID,1600017216,88,-8.65,115.22,78.8,5.82
2189,Vic,0,ES,1600017217,53,41.93,2.25,84.0,1.01
2190,Kavaratti,100,IN,1600017217,80,10.57,72.64,81.86,15.66
2191,High Prairie,100,CA,1600017217,67,55.43,-116.49,47.8,5.75
2192,Urusha,95,RU,1600017217,95,54.05,122.9,50.59,2.98
2193,North Bend,90,US,1600017218,100,43.41,-124.22,54.0,3.6
2194,Katobu,99,ID,1600017218,90,-4.94,122.53,71.82,2.3
2195,Yamada,100,JP,1600017218,90,39.47,141.95,64.17,9.62
2196,Gerāsh,20,IR,1600017218,16,27.67,54.14,93.2,6.93
2197,Broome,75,US,1600017219,68,42.25,-75.83,71.01,13.87
2198,Vredendal,2,ZA,1600017219,61,-31.67,18.5,56.1,10.22
2199,Emerald,0,AU,1600016956,72,-23.53,148.17,64.4,8.05
2200,Sorong,94,ID,1600017219,88,-0.88,131.25,78.64,18.01
2201,Price,1,US,1600017219,24,39.6,-110.81,66.2,5.95
2202,Kommunar,40,RU,1600017220,66,59.62,30.39,55.99,20.13
2203,Guisa,40,CU,1600017220,52,20.25,-76.54,89.6,10.29
2204,Canavieiras,8,BR,1600017220,73,-15.68,-38.95,77.52,10.0
2205,Hearst,100,CA,1600017221,72,49.68,-83.67,50.95,12.46
2206,Oktyabr'skiy,74,RU,1600017221,78,54.48,53.47,51.12,6.31
2207,Valparaíso,0,CL,1600017221,45,-33.04,-71.63,66.2,10.29
2208,Copiapó,90,CL,1600017073,82,-27.37,-70.33,55.4,1.12
2209,Seoul,1,KR,1600017066,93,37.57,126.98,66.2,3.51
2210,Atar,3,MR,1600017222,11,20.52,-13.05,107.4,11.05
2211,Ewo,89,CG,1600017095,77,-0.87,14.82,78.76,3.74
2212,Shache,0,CN,1600017222,25,38.42,77.24,68.23,7.23
2213,Vale,0,GE,1600017222,83,41.62,42.87,77.0,9.17
2214,Smyshlyayevka,0,RU,1600017223,62,53.24,50.39,57.2,6.71
2215,Coolum Beach,7,AU,1600017223,97,-26.53,153.1,57.99,2.48
2216,Islamkot,60,PK,1600017223,51,24.7,70.18,92.57,8.39
2217,Sumbawanga,44,TZ,1600017223,51,-7.97,31.62,63.88,3.62
2218,Fallon,1,US,1600017223,16,39.47,-118.78,75.99,4.7
2219,Chu,0,KZ,1600017224,39,43.6,73.76,65.19,8.37
2220,Payson,1,US,1600017224,34,40.04,-111.73,75.99,5.82
2221,Yumen,0,CN,1600017224,40,40.28,97.2,50.99,5.84
2222,Merrill,90,US,1600017106,82,45.18,-89.68,60.8,9.17
2223,Khovd,0,MN,1600017226,50,48.01,91.64,46.53,1.3
2224,Barra de Tecoanapa,54,MX,1600016899,63,16.52,-98.75,86.86,6.91
2225,Nantucket,1,US,1600017226,68,41.28,-70.1,69.8,16.11
2226,Necochea,88,AR,1600017226,65,-38.55,-58.74,54.0,11.01
2227,Kosh-Agach,0,RU,1600017227,74,50.0,88.67,36.23,1.59
2228,Saýat,0,TM,1600017227,35,38.78,63.88,71.6,6.93
2229,Santa Cruz de la Sierra,28,BO,1600016882,21,-17.8,-63.17,100.69,17.74
2230,Abhā,20,SA,1600017227,60,18.22,42.51,77.0,5.82
2231,Tigil',100,RU,1600017227,85,57.8,158.67,43.32,10.49
2232,Altay,7,CN,1600017054,44,47.87,88.12,50.2,4.47
2233,Trogir,0,HR,1600017228,29,43.51,16.25,87.8,16.11
2234,Northam,0,GB,1600016877,86,51.03,-4.22,70.0,1.99
2235,Kenai,1,US,1600017228,92,60.55,-151.26,30.2,3.36
2236,Provincia di Taranto,0,IT,1600017229,40,40.62,17.25,87.8,16.11
2237,Sur,62,OM,1600017229,66,22.57,59.53,81.45,8.43
2238,Chokurdakh,57,RU,1600017229,72,70.63,147.92,43.21,3.4
2239,Lavrentiya,100,RU,1600016840,92,65.58,-171.0,42.98,8.16
2240,Bengkulu,57,ID,1600017019,89,-3.8,102.27,76.35,6.91
2241,Kolyvan',70,RU,1600017230,87,55.31,82.74,48.2,2.24
2242,Itoman,75,JP,1600017230,88,26.12,127.67,80.6,5.82
2243,Lake City,40,US,1600017230,83,30.19,-82.64,87.01,6.93
2244,Brae,75,GB,1600017230,93,60.4,-1.35,51.8,1.12
2245,Kayerkan,40,RU,1600017230,82,69.35,87.76,55.4,15.66
2246,Vostok,98,RU,1600017231,69,46.49,135.88,42.39,3.62
2247,Poquoson,1,US,1600017144,83,37.12,-76.35,82.0,8.05
2248,Ulaanbaatar,40,MN,1600016891,80,47.91,106.88,39.2,6.71
2249,Amalāpuram,92,IN,1600017231,94,16.58,82.02,78.55,1.97
2250,Huarmey,40,PE,1600017232,66,-10.07,-78.15,67.55,11.32
2251,Beyneu,0,KZ,1600017232,36,45.32,55.2,73.53,12.33
2252,Paine,4,CL,1600017232,54,-33.82,-70.75,64.4,11.41
2253,San Matías,0,BO,1600017066,9,-16.37,-58.4,108.81,8.61
2254,Akureyri,75,IS,1600017232,81,65.68,-18.09,44.6,5.82
2255,Cabo San Lucas,20,MX,1600017215,74,22.89,-109.91,87.01,11.41
2256,Tulnici,16,RO,1600017233,47,45.92,26.67,77.0,4.7
2257,Nizhniy Baskunchak,0,RU,1600017233,36,48.22,46.83,64.63,5.39
2258,Abalak,55,RU,1600017233,95,58.13,68.59,48.42,2.55
2259,Dukat,98,RU,1600017234,84,62.55,155.55,37.51,5.68
2260,Hong Kong,93,HK,1600017114,95,22.29,114.16,82.99,4.0
2261,Odda,100,NO,1600017234,93,60.07,6.55,53.01,4.41
2262,Myatlevo,40,RU,1600017234,87,54.9,35.68,60.8,8.95
2263,Titay,100,PH,1600017234,86,7.81,122.53,76.39,1.74
2264,Miramar,40,US,1600017235,74,25.99,-80.23,88.0,12.75
2265,Inverell,18,AU,1600017235,89,-29.78,151.12,48.99,3.11
2266,Nauta,0,PE,1600017235,35,-4.51,-73.58,98.37,3.89
2267,Nuquí,75,CO,1600017235,78,5.71,-77.27,82.4,3.36
2268,Dingle,100,PH,1600017236,91,11.0,122.67,77.05,4.74
2269,Contamana,56,PE,1600017236,39,-7.33,-75.02,96.76,2.17
2270,Saldanha,89,ZA,1600017236,63,-33.01,17.94,60.8,11.41
2271,Lerwick,75,GB,1600017236,93,60.15,-1.15,51.8,1.12
2272,Rockland,89,US,1600017236,75,41.17,-74.05,75.0,9.57
2273,Mareeba,75,AU,1600016653,88,-17.0,145.43,68.0,9.17
2274,Grão Mogol,0,BR,1600017237,26,-16.56,-42.89,84.34,9.89
2275,Labuhan,98,ID,1600017237,75,-6.88,112.21,77.72,6.82
2276,Saint Anthony,1,US,1600017083,72,45.02,-93.22,66.99,5.79
2277,Yakeshi,52,CN,1600017238,91,49.28,120.73,49.48,7.61
2278,Cascais,20,PT,1600017238,78,38.7,-9.42,73.4,12.75
2279,Celestún,22,MX,1600017238,70,20.87,-90.4,85.41,9.8
2280,Ružomberok,95,SK,1600017239,57,49.07,19.31,75.2,1.12
2281,Bowen,40,AU,1600017065,93,-20.02,148.23,62.6,6.93
2282,Broken Hill,0,AU,1600017239,58,-31.95,141.43,53.6,18.34
2283,Nur-Sultan,100,KZ,1600017239,36,51.18,71.45,64.4,8.95
2284,Kuching,40,MY,1600017239,100,1.55,110.33,75.2,4.7
2285,Mahibadhoo,100,MV,1600017240,77,3.78,72.97,82.62,9.93
2286,Ibrā’,32,OM,1600017240,30,22.69,58.53,86.72,5.82
2287,Molokovo,18,RU,1600017240,77,58.17,36.76,50.83,10.8
2288,Bandarbeyla,86,SO,1600017240,74,9.49,50.81,79.81,29.48
2289,Lakewood,0,US,1600017241,29,39.7,-105.08,79.0,1.01
2290,Manokwari,100,ID,1600016877,78,-0.87,134.08,79.2,4.18
2291,Herat Province,0,AF,1600017241,20,34.5,62.0,73.4,12.75
2292,Imbituba,53,BR,1600016853,57,-28.24,-48.67,80.6,14.99
2293,Yeppoon,90,AU,1600017242,82,-23.13,150.73,66.2,6.93
2294,Walvis Bay,2,NA,1600016798,56,-22.96,14.51,68.0,18.34
2295,Sernovodskoye,20,RU,1600017242,73,43.32,45.16,71.6,13.42
2296,Aykhal,31,RU,1600017242,75,66.0,111.5,42.8,4.47
2297,Lar,100,IN,1600017242,79,26.2,83.97,84.31,1.19
2298,Mitú,8,CO,1600017204,45,1.2,-70.17,93.02,4.12
2299,Puerto del Rosario,20,ES,1600017243,73,28.5,-13.86,77.0,5.82
2300,Anadyr,75,RU,1600017244,93,64.75,177.48,44.6,24.61
2301,Lundazi,71,ZM,1600017244,43,-12.29,33.18,71.1,9.89
2302,Paamiut,0,GL,1600016725,69,61.99,-49.67,37.02,6.49
2303,Port Macquarie,39,AU,1600017244,97,-31.43,152.92,53.01,4.5
2304,Chapayevka,0,UA,1600017244,35,47.47,36.35,69.26,3.76
2305,Whyalla,75,AU,1600017245,87,-33.03,137.58,50.0,5.82
2306,Evansville,40,US,1600016835,61,37.97,-87.56,81.0,4.7
2307,Kemin,0,KG,1600017245,35,42.78,75.69,59.29,4.65
2308,Ulaangom,0,MN,1600017245,61,49.98,92.07,44.17,0.83
2309,Kilindoni,32,TZ,1600017246,82,-7.91,39.67,77.67,14.92
2310,Quatre Cocos,75,MU,1600017246,83,-20.21,57.76,71.6,10.29
2311,Isiro,95,CD,1600017246,94,2.77,27.62,69.48,1.63
2312,Manjacaze,3,MZ,1600017246,73,-24.71,33.88,70.36,9.22
2313,Talara,8,PE,1600017246,72,-4.58,-81.27,67.96,17.9
2314,Shar,0,KZ,1600017247,33,49.59,81.05,58.48,3.94
2315,Champaign,40,US,1600016650,73,40.13,-88.2,75.0,8.05
2316,Ozark,6,US,1600017247,70,37.02,-93.21,75.0,8.61
2317,Racibórz,58,PL,1600017193,82,50.09,18.22,71.01,2.71
2318,Changji,89,CN,1600017247,25,44.02,87.32,66.2,4.47
2319,Whitehorse,75,CA,1600017135,86,60.72,-135.05,37.99,3.36
2320,Yabrūd,0,SY,1600017248,33,33.97,36.66,86.0,14.99
2321,Shaoyang,100,CN,1600017248,86,27.23,111.45,67.12,2.84
2322,La Libertad,75,EC,1600017248,78,-2.23,-80.9,73.4,6.93
2323,Namatanai,12,PG,1600016977,82,-3.67,152.43,79.77,8.86
2324,Okhotsk,11,RU,1600017249,69,59.38,143.3,51.8,2.3
2325,Santa Luzia,0,BR,1600017249,28,-19.77,-43.85,84.2,9.17
2326,Henties Bay,0,NA,1600017249,84,-22.12,14.28,59.0,5.99
2327,Al Bardīyah,0,LY,1600017250,69,31.76,25.09,76.71,8.75
2328,Monrovia,70,LR,1600016999,82,6.3,-10.8,79.88,12.55
2329,Vengurla,90,IN,1600017250,100,15.87,73.63,77.0,2.24
2330,Pokhara,99,NP,1600017250,82,28.23,83.98,72.59,2.46
2331,Miyako,100,JP,1600017250,89,39.64,141.95,63.75,9.89
2332,Cravo Norte,65,CO,1600017251,54,6.3,-70.2,90.93,5.66
2333,Kropotkin,0,RU,1600017251,36,45.44,40.58,75.07,13.2
2334,Isangel,98,VU,1600017251,82,-19.55,169.27,71.02,12.95
2335,Shizuishan,21,CN,1600017251,49,39.23,106.77,62.02,2.06
2336,Katangli,0,RU,1600017124,91,51.71,143.23,48.22,6.69
2337,Punta Arenas,40,CL,1600016984,61,-53.15,-70.92,46.4,16.11
2338,Conceição do Araguaia,69,BR,1600017124,12,-8.26,-49.26,106.86,4.07
2339,Albany,58,US,1600017096,64,42.6,-73.97,73.99,1.01
2340,Bluff,100,NZ,1600017036,98,-46.6,168.33,46.99,5.99
2341,Ilulissat,5,GL,1600016366,46,69.22,-51.1,30.2,11.41
2342,West Wendover,1,US,1600017125,23,40.74,-114.07,62.6,3.36
2343,Kapaa,90,US,1600017125,78,22.08,-159.32,78.8,8.05
2344,Cape Town,75,ZA,1600017125,82,-33.93,18.42,55.99,18.34
2345,Biak,95,ID,1600017051,76,-0.91,122.88,75.38,6.89
2346,Port Blair,89,IN,1600017125,79,11.67,92.75,82.36,13.13
2347,Bambous Virieux,40,MU,1600016698,78,-20.34,57.76,71.6,6.93
2348,Gijang,75,KR,1600017126,82,35.24,129.21,68.0,1.12
2349,Aklavik,75,CA,1600017108,76,68.22,-135.01,32.0,3.36
2350,Misratah,19,LY,1600017054,74,32.38,15.09,80.82,13.94
2351,Laas,5,IT,1600017126,68,46.62,10.7,73.0,4.7
2352,Kāmākhyānagar,92,IN,1600017127,90,20.93,85.55,79.47,4.09
2353,Eastlake,90,US,1600017127,68,41.65,-81.45,73.99,14.99
2354,Laguna,90,US,1600016612,77,38.42,-121.42,66.99,3.24
2355,San Cristobal,40,VE,1600017127,49,7.77,-72.22,89.6,12.75
2356,Levice,61,SK,1600017128,59,48.22,18.61,80.01,6.38
2357,Innisfail,83,AU,1600017128,88,-17.53,146.03,69.12,10.87
2358,Busselton,96,AU,1600017128,68,-33.65,115.33,57.0,9.78
2359,Faya,20,SA,1600017128,60,18.39,42.45,77.0,5.82
2360,Esperance,0,AU,1600017063,100,-33.87,121.9,51.8,8.05
2361,Husavik,75,IS,1600016971,81,66.04,-17.34,44.6,9.17
2362,Suicheng,57,CN,1600017129,95,33.9,117.93,66.78,4.72
2363,Khatanga,8,RU,1600016984,76,71.97,102.5,48.4,5.59
2364,Hermanus,67,ZA,1600016976,83,-34.42,19.23,54.0,5.99
2365,Dikson,99,RU,1600017129,89,73.51,80.55,47.44,15.79
2366,Cherskiy,0,RU,1600017129,80,68.75,161.3,40.15,6.6
2367,Ushuaia,75,AR,1600016958,75,-54.8,-68.3,42.8,14.99
2368,Mataura,91,NZ,1600017130,98,-46.19,168.86,46.99,5.99
2369,Cidreira,28,BR,1600017069,82,-30.18,-50.21,69.26,8.19
2370,Ponta do Sol,40,PT,1600017130,88,32.67,-17.1,73.4,13.87
2371,Khandyga,81,RU,1600017130,63,62.67,135.6,52.84,5.26
2372,Vestmannaeyjar,20,IS,1600016585,87,63.44,-20.27,50.0,18.34
2373,Upernavik,99,GL,1600016784,97,72.79,-56.15,31.06,10.0
2374,Tsimmerbude,20,RU,1600017131,77,54.67,20.13,60.8,11.18
2375,Castro,0,BR,1600017131,30,-24.79,-50.01,85.39,9.28
2376,Ambilobe,39,MG,1600017131,73,-13.2,49.05,74.3,4.54
2377,Saskylakh,99,RU,1600017132,76,71.92,114.08,46.85,3.04
2378,Wanaka,100,NZ,1600017132,81,-44.7,169.15,45.73,7.45
2379,Port Alfred,44,ZA,1600017132,62,-33.59,26.89,62.02,13.85
2380,Pisco,1,PE,1600017132,72,-13.7,-76.22,66.2,10.29
2381,Sitka,1,US,1600016643,70,57.05,-135.33,48.2,4.27
2382,Praia da Vitória,20,PT,1600017133,78,38.73,-27.07,78.01,10.8
2383,Tuatapere,100,NZ,1600017133,98,-46.13,167.68,46.99,5.99
2384,Kahului,1,US,1600017006,77,20.89,-156.47,73.99,3.36
2385,Buenos Aires,40,AR,1600016962,82,-34.61,-58.38,64.99,9.17
2386,Beringovskiy,100,RU,1600017134,97,63.05,179.32,48.58,12.68
2387,Boa Vista,20,BR,1600017134,44,2.82,-60.67,93.2,8.05
2388,Ancud,16,CL,1600017134,60,-41.87,-73.82,49.87,6.04
2389,Leshan,100,CN,1600017134,91,29.56,103.76,67.06,2.19
2390,Novorzhev,36,RU,1600017135,71,57.03,29.33,52.56,8.03
2391,Kamyshin,0,RU,1600017135,42,50.1,45.42,59.72,4.7
2392,Kimbe,74,PG,1600017135,85,-5.55,150.14,76.23,5.86
2393,Leer,100,SS,1600016754,98,8.3,30.14,70.68,2.86
2394,Puerto Ayora,40,EC,1600017135,64,-0.74,-90.35,73.4,18.34
2395,San Patricio,75,MX,1600016690,75,19.22,-104.7,89.6,6.93
2396,Bathsheba,20,BB,1600016711,70,13.22,-59.52,89.6,11.41
2397,Carnarvon,0,AU,1600017136,93,-24.87,113.63,66.2,12.75
2398,Xinmin,0,CN,1600017137,93,41.99,122.83,60.8,2.24
2399,Vaini,75,TO,1600017137,72,-21.2,-175.2,68.0,11.41
2400,East London,75,ZA,1600016709,72,-33.02,27.91,60.8,19.46
2401,Faanui,40,PF,1600016632,78,-16.48,-151.75,77.86,11.18
2402,Barrow,90,US,1600017137,93,71.29,-156.79,39.2,17.22
2403,Turka,87,UA,1600017138,90,49.15,23.03,69.01,5.01
2404,Ostrovnoy,98,RU,1600017093,93,68.05,39.51,47.01,6.24
2405,Comodoro Rivadavia,20,AR,1600017138,33,-45.87,-67.5,57.2,11.41
2406,Pochutla,90,MX,1600017138,70,15.74,-96.47,90.0,4.54
2407,Plettenberg Bay,17,ZA,1600017138,65,-34.05,23.37,58.1,6.4
2408,Marystown,100,CA,1600017139,100,47.17,-55.15,62.01,9.89
2409,Ribeira Grande,75,PT,1600017139,78,38.52,-28.7,75.2,13.87
2410,Gucheng,99,CN,1600017139,58,35.91,111.32,71.19,3.65
2411,Meulaboh,95,ID,1600017139,85,4.14,96.13,78.12,2.73
2412,Bredasdorp,24,ZA,1600017140,58,-34.53,20.04,57.2,18.34
